UID,ID10,YR,SEX,ETAG,RMK,LINE,PEN,PAD1,SEA,PD,RGRP,ELG,ELGI,ELGC,RC,ADAM,PAD2,BPEN,PAD3,BRAND,SYNC,BAG,SPRGWT,FALLWT,DISP,MISC,STM,LOT,BRD,DAYDIS,GRP,PAD4,ABEWE,SIRE,BAND,IDX,DAM,CAUSE,TRT,YRREC
86IN04757,1985631294,85,1,K1294,,68,006,,1,2,,,,,,10,,,,,,,158,204,2,,06,343,63,0925,1,4,11,000063,Y,414,086963,92,,1986
86IN04758,1985631299,85,1,K1299,,63,633,,1,2,,,,,,10,,,,,,,162,209,2,,06,357,63,0925,,,,026563,Y,414,006463,92,,1986
86IN04759,1985631303,85,2,K1303,,61,614,,1,1,,,,,,10,,611,,,, 1,162,157,,,06,,63,,,,,083163,3,,745262,,,1986
86IN04760,1985631304,85,2,K1304,,63,633,,1,1,,,,,,10,,634,,,, 2,157,176,,,06,,63,,,,,026563,3,,985162,,,1986
86IN04761,1985631305,85,2,K1305,,63,633,,1,3,2,,,,,10,,,,,, 1,134,175,,175,06,,63,,2,,23,026563,5,,985162,,,1986
86IN04762,1985631306,85,2,K1306,,60,601,,1,1,,,,,,10,,602,,,, 2,156,170,,,06,,63,,,,,047363,3,,932662,,,1986
86IN04763,1985631308,85,1,K1308,,63,632,,1,3,,,,,,10,,,,,,,157,182,3,,06,,63,0813,,,,023563,Y,380,980762,93,,1986
86IN04764,1985631309,85,1,K1309,,61,611,,1,3,,,,,,10,,,,,,,157,187,3,,06,,63,0728,,,,089963,Y,400,981362,93,,1986
86IN04765,1985631310,85,2,K1310,,61,611,,1,,,,,,,10,,,,,,,155,0,3,,06,,63,0922,,,,089963,5,,981362,93,,1986
86IN04766,1985631312,85,2,K1312,,63,634,,1,1,,,,,,10,,634,,,, 5,168,169,,,06,,63,,,,,067563,3,,934762,,,1986
86IN04767,1985631313,85,2,K1313,,60,601,,1,1,,,,,,10,,003,,,, 1,190,197,,,06,,63,,,,,047363,5,,001263,,,1986
86IN04768,1985631318,85,2,K1318,,60,603,,1,,,,,,,10,,,,,,,175,0,6,,06,,63,0722,,,,022363,2,,874662,11,,1986
86IN04769,1985631319,85,2,K1319,,60,603,,1,1,,,,,,10,,602,,,, 1,134,163,,,06,,63,,,,,022363,5,,874662,,,1986
86IN04770,1985631327,85,2,K1327,,60,602,,1,2,,,,,1,10,,,,,, 1,129,160,2,,06,164,63,0925,,,,062163,5,,835362,92,,1986
86IN04771,1985631328,85,2,K1328,,61,613,,1,,,,,,,10,,,,,,,0,0,6,,06,,63,0215,,,,115963,*,,015463,54,,1986
86IN04772,1985631332,85,2,K1332,,61,611,,1,1,,,,,,10,,612,,,, 1,130,153,,,06,,63,,,,,089963,5,,933962,,,1986
86IN04773,1985631333,85,2,K1333,,61,613,,1,1,,,,,,10,,613,,,, 1,137,161,,,06,,63,,,,,115963,5,,061763,,,1986
86IN04774,1985631336,85,2,K1336,,63,633,,1,1,,,,,,10,,632,,,, 1,120,148,,,06,,63,,,,,026563,5,,857362,,,1986
86IN04775,1985631337,85,2,K1337,,63,633,,1,2,,,,,,10,,,,,, 1,119,148,2,,06,168,63,0925,,,,026563,5,,857362,92,,1986
86IN04776,1985631344,85,2,K1344,,60,602,,1,1,,,,,,10,,604,,,, 1,149,169,,,06,,63,,,,,062163,5,,933062,,,1986
86IN04777,1985631347,85,1,K1347,,61,614,,1,2,,,,,,10,,,,,,,148,192,2,,06,358,63,0925,,,,083163,Y,401,902562,92,,1986
86IN04778,1985631348,85,1,K1348,,61,614,,1,,,,,,,10,,,,,,,0,0,7,,06,,63,0521,,,,083163,*,,902562,97,,1986
86IN04779,1985631349,85,1,K1349,,61,611,,1,1,,,,,,10,,,,,,,147,210,,,06,,63,,,,,089963,Y,421,992162,,,1986
86IN04780,1985631351,85,2,K1351,,63,634,,1,1,,,,,,10,,633,,,, 1,128,158,,,06,,63,,,,,067563,5,,038163,,,1986
86IN04781,1985631352,85,2,K1352,,63,634,,1,1,,,,,,10,,634,,,, 1,129,168,,,06,,63,,,,,067563,5,,038163,,,1986
86IN04782,1985631354,85,2,K1354,,61,614,,1,3,2,,,,,10,,,,,, 1,130,148,,148,06,,63,,2,,5S,083163,5,,966162,,,1986
86IN04783,1985631355,85,2,K1355,,61,614,,1,1,,,,,,10,,613,,,, 1,133,160,,,06,,63,,,,,083163,5,,966162,,,1986
86IN04784,1985631361,85,2,K1361,,60,604,,1,1,,,,,,10,,604,,,, 1,165,160,,,06,,63,,,,,034363,3,,034963,,,1986
86IN04785,1985631362,85,2,K1362,,61,612,,1,1,,,,,,10,,613,,,, 1,125,181,,,06,,63,,,,,118363,5,,061163,,,1986
86IN04786,1985631366,85,2,K1366,,63,632,,1,1,,,,,,10,,631,,,, 1,142,157,,,06,,63,,,,,023563,5,,984462,,,1986
86IN04787,1985631371,85,1,K1371,-,61,612,,1,3,,,,,,10,,,,,,,160,0,3,,06,,63,0922,,,,118363,Y,387,042563,93,,1986
86IN04788,1985631374,85,2,K1374,,63,631,,1,1,,,,,,10,,632,,,, 2,174,189,,,06,,63,,,,,038363,2,,960262,,,1986
86IN04789,1985631375,85,2,K1375,,63,631,,1,2,,,,,,10,,,,,, 2,167,139,2,,06,169,63,0925,,,,038363,2,,960262,92,,1986
86IN04790,1985631376,85,2,K1376,,60,601,,1,1,,,,,,10,,601,,,, 1,180,202,,,06,,63,,,,,047363,5,,875462,,,1986
86IN04791,1985631382,85,2,K1382,,61,611,,1,1,,,,,,10,,614,,,, 2,163,149,,,06,,63,,,,,089963,3,,976362,,,1986
86IN04792,1985631383,85,1,K1383,,61,611,,1,2,,,,,,10,,,,,,,150,207,,,06,,63,,,,,089963,Y,411,976362,,,1986
86IN04793,1985631384,85,2,K1384,,63,632,,1,1,,,,,,10,,632,,,, 2,139,158,,,06,,63,,,,,023563,2,,967062,,,1986
86IN04794,1985631386,85,1,K1386,,63,632,,1,1,,,,,,10,,,,,,,162,208,,,06,,63,,,,,023563,Y,410,967062,,,1986
86IN04795,1985631392,85,2,K1392,,61,614,,1,1,,,,,,10,,614,,,, 5,158,157,,,06,,63,,,,,083163,3,,646962,,,1986
86IN04796,1985631393,85,2,K1393,,60,603,,1,,,,,,,10,,,,,,,0,0,6,,06,,63,0424,,,,022363,*,,933762,43,,1986
86IN04797,1985631394,85,1,K1394,,60,603,,1,2,,,,,,10,,,,,,,139,178,2,,06,341,63,0925,1,4,09,022363,Y,411,933762,92,,1986
86IN04798,1985631396,85,2,K1396,,60,601,,1,,,,,,,10,,,,,,,0,0,6,,06,,63,0521,,,,047363,*,,902762,19,,1986
86IN04799,1985631397,85,2,K1397,,60,601,,1,1,,,,,,10,,601,,,, 1,169,185,,,06,,63,,,,,047363,5,,902762,,,1986
86IN04800,1985631401,85,2,K1401,,60,603,,1,1,,,,,,10,,601,,,, 1,147,177,,,06,,63,,,,,022363,5,,849962,,,1986
86IN04801,1985631402,85,1,K1402,,60,601,,1,2,,,,,,10,,,,,,,142,194,2,,06,357,63,0925,,,,047363,Y,405,867762,92,,1986
86IN04802,1985631404,85,2,K1404,,61,612,,1,1,,,,,,10,,614,,,, 1,138,134,,,06,,63,,,,,118363,1,,704662,,,1986
86IN04803,1985631405,85,2,K1405,,61,612,,1,1,,,,,,10,,613,,,, 1,158,172,,,06,,63,,,,,118363,2,,032163,,,1986
86IN04804,1985631406,85,1,K1406,,60,602,,1,2,,,,,,10,,,,,,,144,187,2,,06,357,63,0925,,,,062163,Y,408,993762,92,,1986
86IN04805,1985631410,85,2,K1410,,61,613,,1,1,,,,,,10,,614,,,, 1,161,166,,,06,,63,,,,,115963,2,,960762,,,1986
86IN04806,1985631411,85,2,K1411,,60,602,,1,1,,,,,,10,,601,,,, 1,168,168,,,06,,63,,,,,062163,5,,032863,,,1986
86IN04807,1985631412,85,1,K1412,,61,612,,1,2,,,,,,10,,,,,,,159,193,2,,06,359,63,0925,,,,118363,Y,411,960062,92,,1986
86IN04808,1985631413,85,2,K1413,,60,604,,1,1,,,,,,10,,603,,,, 1,132,162,,,06,,63,,,,,034363,2,,996862,,,1986
86IN04809,1985631417,85,1,K1417,,63,633,,1,2,,,,,,10,,,,,,,141,183,3,,06,,63,1003,,,,026563,Y,401,898662,93,,1986
86IN04810,1985631418,85,2,K1418,,61,613,,1,2,,,,,,10,,003,,,, 1,128,148,,,06,,63,,,,,115963,5,,889662,,,1986
86IN04811,1985631421,85,2,K1421,,60,602,,1,1,,,,,,10,,604,,,, 2,170,176,,,06,,63,,,,,062163,2,,940462,,,1986
86IN04812,1985631425,85,2,K1425,,63,634,,1,1,,,,,,10,,005,,,, 1,168,178,,,06,,63,,,,,067563,5,,757262,,,1986
86IN04813,1985631426,85,2,K1426,,63,634,,1,1,,,,,,10,,633,,,, 1,137,154,,,06,,63,,,,,067563,5,,757262,,,1986
86IN04814,1985631427,85,1,K1427,,63,632,,1,2,,,,,,10,,,,,,,167,206,2,,06,344,63,0925,1,4,12,023563,Y,428,064463,92,,1986
86IN04815,1985631429,85,1,K1429,,60,603,,1,2,,,,,,10,,,,,,,146,187,2,,06,359,63,0925,,,,022363,Y,379,033863,92,,1986
86IN04816,1985631431,85,2,K1431,,60,604,,1,,,,,,,10,,,,,,,0,0,6,,06,,63,0503,,,,034363,*,,738062,15,,1986
86IN04817,1985631433,85,2,K1433,,63,632,,1,2,,,,,1,10,,,,,, 2,145,148,2,,06,164,63,0925,,,,023563,1,,010563,92,,1986
86IN04818,1985631436,85,1,K1436,,60,601,,1,,,,,,,10,,,,,,,0,0,7,,06,,63,0521,,,,047363,*,,071363,97,,1986
86IN04819,1985631439,85,1,K1439,,61,611,,1,1,,,,,,10,,,,,,,158,204,,,06,,63,,,,,089963,Y,406,885762,,,1986
86IN04820,1985631442,85,2,K1442,,60,602,,1,1,,,,,,10,,601,,,, 1,154,155,,,06,,63,,,,,062163,5,,036463,,,1986
86IN04821,1985631443,85,2,K1443,,61,612,,1,1,,,,,,10,,613,,,, 2,146,166,,,06,,63,,,,,118363,2,,954662,,,1986
86IN04822,1985631447,85,2,K1447,,60,603,,1,1,,,,,,10,,603,,,, 1,123,146,,,06,,63,,,,,022363,5,,995662,,,1986
86IN04823,1985631448,85,2,K1448,,63,633,,1,2,,,,,,10,,,,,, 1,112,129,3,,06,169,63,1005,4,,54,026563,5,,016463,93,,1986
86IN04824,1985631451,85,2,K1451,,63,631,,1,1,,,,,,10,,632,,,, 1,174,172,,,06,,63,,,,,038363,5,,865862,,,1986
86IN04825,1985631452,85,1,K1452,,00,611,,1,,3,,,,,10,,,,,,,141,0,,,06,,63,,,,,089963,Y,,976262,,,1986
86IN04826,1985631454,85,2,K1454,,61,612,,1,1,,,,,,10,,611,,,, 1,151,178,,,06,,63,,,,,118363,3,,936162,,,1986
86IN04827,1985631455,85,2,K1455,,61,612,,1,1,,,,,,10,,614,,,, 2,136,156,,,06,,63,,,,,118363,3,,936162,,,1986
86IN04828,1985631456,85,2,K1456,,61,612,,1,1,,,,,,10,,611,,,, 2,166,160,,,06,,63,,,,,118363,1,,848762,,,1986
86IN04829,1985631459,85,1,K1459,,61,611,,1,3,,,,,,10,,,,,,,153,175,3,,06,,63,0728,,,,089963,Y,395,015063,93,,1986
86IN04830,1985631460,85,2,K1460,,60,604,,1,2,,,,,,10,,,,,, 1,125,152,2,,06,168,63,0925,,,,034363,5,,853762,92,,1986
86IN04831,1985631463,85,2,K1463,,63,631,,1,1,,,,,,10,,633,,,, 1,152,178,,,06,,63,,,,,038363,2,,984362,,,1986
86IN04832,1985631464,85,1,K1464,,63,632,,1,,3,,,,,10,,,,,,,153,0,6,,06,,63,0721,,,,023563,Y,,027063,16,,1986
86IN04833,1985631468,85,2,K1468,,60,604,,1,1,,,,,,10,,603,,,, 2,135,151,,,06,,63,,,,,034363,2,,899862,,,1986
86IN04834,1985631473,85,2,K1473,,68,005,,1,1,,,,,,10,,641,,,, 1,143,144,,,06,,63,,,,,000063,1,,119563,,,1986
86IN04835,1985631474,85,2,K1474,,63,633,,1,1,,,,,,10,,631,,,, 1,138,163,,,06,,63,,,,,026563,5,,935762,,,1986
86IN04836,1985631475,85,1,K1475,,60,603,,1,3,,,,,,10,,,,,,,131,164,3,,06,,63,0728,,,,022363,Y,379,882162,93,,1986
86IN04837,1985631482,85,2,K1482,,61,614,,1,1,,,,,,10,,612,,,, 2,155,164,,,06,,63,,,,,083163,2,,821462,,,1986
86IN04838,1985631483,85,2,K1483,,60,603,,1,1,,,,,,10,,002,,,, 1,139,142,,,06,,63,,,,,022363,5,,975462,,,1986
86IN04839,1985631484,85,1,K1484,,60,603,,1,3,,,,,,10,,,,,,,134,174,3,,06,,63,0813,,,,022363,Y,390,975462,93,,1986
86IN04840,1985631485,85,2,K1485,,60,602,,1,1,,,,,,10,,602,,,, 2,154,166,,,06,,63,,,,,062163,1,,020563,,,1986
86IN04841,1985631487,85,2,K1487,,63,631,,1,1,,,,,,10,,631,,,, 3,155,171,,,06,,63,,,,,038363,2,,906862,,,1986
86IN04842,1985631488,85,1,K1488,-,63,631,,1,1,,,,,,10,,,,,,,166,210,,,06,,63,,,,,038363,Y,431,906862,,,1986
86IN04843,1985631490,85,2,K1490,,60,603,,1,1,,,,,,10,,602,,,, 2,173,167,,,06,,63,,,,,022363,2,,989162,,,1986
86IN04844,1985631492,85,2,K1492,,63,631,,1,1,,,,,,10,,633,,,, 1,149,181,,,06,,63,,,,,038363,5,,936862,,,1986
86IN04845,1985631493,85,2,K1493,,63,632,,1,3,,,,,,10,,,,,, 2,149,132,3,,06,,63,1006,3,,67,023563,3,,946962,93,,1986
86IN04846,1985631494,85,2,K1494,,63,632,,1,1,,,,,,10,,634,,,, 1,145,150,,,06,,63,,,,,023563,5,,946962,,,1986
86IN04847,1985631496,85,2,K1496,,61,614,,1,1,,,,,,10,,002,,,, 1,187,165,,,06,,63,,,,,083163,3,,861562,,,1986
86IN04848,1985631497,85,2,K1497,,60,602,,1,1,,,,,,10,,601,,,, 1,164,148,,,06,,63,,,,,062163,1,,979862,,,1986
86IN04849,1985631501,85,2,K1501,,61,611,,1,1,,,,,,10,,613,,,, 2,149,171,,,06,,63,,,,,089963,2,,939662,,,1986
86IN04850,1985631506,85,2,K1506,,60,603,,1,,,,,,,10,,,,,,,0,0,6,,06,,63,0424,,,,022363,*,,836362,08,,1986
86IN04851,1985631507,85,2,K1507,,63,631,,1,1,,,,,,10,,632,,,, 2,175,176,,,06,,63,,,,,038363,3,,059363,,,1986
86IN04852,1985631510,85,1,K1510,-,61,612,,1,3,,,,,,10,,,,,,,143,0,3,,06,,63,1027,,,,118363,Y,400,039663,93,,1986
86IN04853,1985631511,85,2,K1511,,60,601,,1,1,,,,,,10,,602,,,, 1,148,159,,,06,,63,,,,,047363,3,,958262,,,1986
86IN04854,1985631512,85,1,K1512,-,63,634,,1,1,,,,,,10,,,,,,,133,175,,,06,,63,,,,,067563,Y,399,816062,,,1986
86IN04855,1985631513,85,1,K1513,,63,634,,1,1,,,,,,10,,,,,,,147,188,,,06,,63,,,,,067563,Y,412,816062,,,1986
86IN04856,1985631515,85,1,K1515,,63,634,,1,2,,,,,,10,,,,,,,158,200,2,,06,347,63,0925,1,4,15,067563,Y,399,986462,92,,1986
86IN04857,1985631516,85,2,K1516,,60,601,,1,1,,,,,,10,,603,,,, 1,200,179,,,06,,63,,,,,047363,1,,923162,,,1986
86IN04858,1985631519,85,1,K1519,,60,604,,1,1,,,,,,10,,,,,,,149,187,,,06,,63,,,,,034363,Y,408,914162,,,1986
86IN04859,1985631520,85,2,K1520,,60,604,,1,1,,,,,,10,,601,,,, 1,149,143,,,06,,63,,,,,034363,1,,914162,,,1986
86IN04860,1985631524,85,1,K1524,,63,631,,1,1,,,,,,10,,,,,,,161,194,,,06,,63,,,,,038363,Y,413,852962,,,1986
86IN04861,1985631525,85,1,K1525,,63,631,,1,2,,,,,,10,,,,,,,155,194,2,,06,357,63,0925,,,,038363,Y,414,852962,92,,1986
86IN04862,1985631526,85,1,K1526,,60,603,,1,3,,,,,,10,,,,,,,148,185,3,,06,,63,0813,,,,022363,Y,382,945762,93,,1986
86IN04863,1985631528,85,2,K1528,,63,634,,1,2,,,,,1,10,,,,,, 1,124,154,2,,06,165,63,0925,,,,067563,5,,984262,92,,1986
86IN04864,1985631531,85,2,K1531,,61,613,,1,1,,,,,,10,,612,,,, 2,136,160,,,06,,63,,,,,115963,5,,021263,,,1986
86IN04865,1985631532,85,2,K1532,,61,612,,1,1,,,,,,10,,613,,,, 1,138,143,,,06,,63,,,,,118363,5,,005063,,,1986
86IN04866,1985631533,85,2,K1533,,61,612,,1,1,,,,,,10,,614,,,, 2,161,163,,,06,,63,,,,,118363,1,,005063,,,1986
86IN04867,1985631534,85,1,K1534,,63,631,,1,2,,,,,,10,,,,,,,152,205,2,,06,357,63,0925,,,,038363,Y,404,048363,92,,1986
86IN04868,1985631535,85,2,K1535,,60,602,,1,1,,,,,,10,,602,,,, 2,157,156,,,06,,63,,,,,062163,3,,869562,,,1986
86IN04869,1985631536,85,2,K1536,,60,602,,1,1,,,,,,10,,602,,,, 1,137,159,,,06,,63,,,,,062163,5,,869562,,,1986
86IN04870,1985631538,85,2,K1538,,63,631,,1,1,,,,,,10,,632,,,, 1,158,184,,,06,,63,,,,,038363,2,,893262,,,1986
86IN04871,1985631540,85,2,K1540,,61,614,,1,1,,,,,,10,,613,,,, 1,156,165,,,06,,63,,,,,083163,5,,027263,,,1986
86IN04872,1985631543,85,1,K1543,,60,602,,1,3,,,,,,10,,,,,,,134,177,3,,06,,63,0813,,,,062163,Y,382,995562,93,,1986
86IN04873,1985631546,85,1,K1546,,60,601,,1,1,,,,,,10,,,,,,,164,202,,,06,,63,,,,,047363,Y,402,843162,,,1986
86IN04874,1985631550,85,1,K1550,,61,614,,1,3,,,,,,10,,,,,,,157,199,3,,06,,63,0813,,,,083163,Y,405,036263,93,,1986
86IN04875,1985631552,85,2,K1552,,63,634,,1,1,,,,,,10,,634,,,, 2,189,161,,,06,,63,,,,,067563,3,,941262,,,1986
86IN04876,1985631554,85,1,K1554,,61,613,,1,3,,,,,,10,,,,,,,122,163,3,,06,,63,0728,,,,115963,Y,385,901662,93,,1986
86IN04877,1985631555,85,2,K1555,,68,005,,1,1,,,,,,10,,641,,,, 1,156,181,,,06,,63,,,,,000063,2,,090963,,,1986
86IN04878,1985631556,85,1,K1556,,61,613,,1,3,,,,,,10,,,,,,,138,167,3,,06,,63,0728,,,,115963,Y,400,942362,93,,1986
86IN04879,1985631557,85,1,K1557,,61,613,,1,3,,,,,,10,,,,,,,134,165,3,,06,,63,0730,,,,115963,Y,392,942362,93,,1986
86IN04880,1985631561,85,1,K1561,,61,614,,1,1,,,,,,10,,,,,,,144,184,,,06,,63,,,,,083163,Y,410,873262,,,1986
86IN04881,1985631563,85,2,K1563,,63,633,,1,2,,,,,,10,,,,,, 2,149,143,2,,06,169,63,0925,,,,026563,1,,044363,92,,1986
86IN04882,1985631565,85,1,K1565,,60,604,,1,2,,,,,,10,,,,,,,139,184,2,,06,361,63,0925,,,,034363,Y,401,038863,92,,1986
86IN04883,1985631567,85,2,K1567,,60,604,,1,2,,,,,1,10,,005,,,, 1,120,145,,,06,,63,,,,,034363,5,,825362,,,1986
86IN04884,1985631571,85,1,K1571,,60,601,,1,2,,,,,,10,,,,,,,148,183,2,,06,361,63,0925,,,,047363,Y,408,943862,92,,1986
86IN04885,1985631572,85,1,K1572,,60,601,,1,1,,,,,,10,,,,,,,188,233,,,06,,63,,,,,047363,Y,433,993962,,,1986
86IN04886,1985631580,85,1,K1580,,60,603,,1,2,,,,,,10,,,,,,,143,188,2,,06,360,63,0925,,,,022363,Y,392,037563,92,,1986
86IN04887,1985631582,85,2,K1582,,63,632,,1,1,,,,,,10,,631,,,, 1,140,169,,,06,,63,,,,,023563,3,,014063,,,1986
86IN04888,1985631584,85,1,K1584,,63,631,,1,,,,,,,10,,,,,,,0,0,6,,06,,63,0329,,,,038363,*,,817462,17,,1986
86IN04889,1985631585,85,1,K1585,,63,631,,1,1,,,,,,10,,,,,,,161,207,,,06,,63,,,,,038363,Y,410,817462,,,1986
86IN04890,1985631586,85,2,K1586,,61,611,,1,,,,,,,10,,,,,,,0,0,6,,06,,63,0415,,,,089963,*,,042163,28,,1986
86IN04891,1985631591,85,2,K1591,,60,601,,1,1,,,,,,10,,001,,,, 1,175,189,,,06,,63,,,,,047363,3,,835162,,,1986
86IN04892,1985631596,85,2,K1596,,60,604,,1,2,,,,,,10,,,,,, 1,123,156,2,,06,168,63,0925,,,,034363,4,,008863,92,,1986
86IN04893,1985631597,85,1,K1597,,63,632,,1,2,,,,,,10,,,,,,,165,208,2,,06,345,63,0925,1,4,13,023563,Y,423,064763,92,,1986
86IN04894,1985631601,85,1,K1601,,60,603,,1,3,,,,,,10,,,,,,,138,177,3,,06,,63,0813,,,,022363,Y,390,729662,93,,1986
86IN04895,1985631604,85,2,K1604,,63,633,,1,1,,,,,,10,,632,,,, 1,141,176,,,06,,63,,,,,026563,1,,956562,,,1986
86IN04896,1985631605,85,2,K1605,,63,633,,1,1,,,,,,10,,634,,,, 2,168,181,,,06,,63,,,,,026563,3,,956562,,,1986
86IN04897,1985631607,85,1,K1607,,63,634,,1,2,,,,,,10,,,,,,,141,189,2,,06,359,63,0925,,,,067563,Y,417,864162,92,,1986
86IN04898,1985631608,85,2,K1608,,61,612,,1,2,,,,,1,10,,,,,, 1,134,160,2,,06,164,63,0925,,,,118363,5,,752862,92,,1986
86IN04899,1985631609,85,2,K1609,,61,612,,1,1,,,,,,10,,611,,,, 2,147,157,,,06,,63,,,,,118363,3,,752862,,,1986
86IN04900,1985631614,85,2,K1614,,60,602,,1,1,,,,,,10,,604,,,, 1,142,172,,,06,,63,,,,,062163,5,,057463,,,1986
86IN04901,1985631617,85,2,K1617,,61,614,,1,1,,,,,,10,,611,,,, 2,150,168,,,06,,63,,,,,083163,2,,032063,,,1986
86IN04902,1985631621,85,2,K1621,,60,603,,1,,,,,,,10,,,,,,,148,0,3,,06,,63,0602,,,,022363,9,,912962,15,,1986
86IN04903,1985631622,85,1,K1622,,63,632,,1,2,,,,,,10,,,,,,,150,201,2,,06,359,63,0925,,,,023563,Y,403,051363,92,,1986
86IN04904,1985631624,85,2,K1624,,61,612,,1,1,,,,,,10,,611,,,, 2,133,152,,,06,,63,,,,,118363,2,,970062,,,1986
86IN04905,1985631626,85,2,K1626,,63,631,,1,1,,,,,,10,,001,,,, 1,135,167,,,06,,63,,,,,038363,5,,016863,,,1986
86IN04906,1985631627,85,2,K1627,,63,631,,1,2,,,,,1,10,,,,,, 2,140,143,2,,06,165,63,0925,,,,038363,2,,016863,92,,1986
86IN04907,1985631629,85,1,K1629,-,61,611,,1,3,,,,,,10,,,,,,,135,168,3,,06,,63,0813,,,,089963,Y,387,847962,93,,1986
86IN04908,1985631634,85,1,K1634,,60,602,,1,2,,,,,,10,,,,,,,128,172,2,,06,360,63,0925,,,,062163,Y,408,681562,92,,1986
86IN04909,1985631635,85,2,K1635,,60,602,,1,1,,,,,,10,,604,,,, 1,120,148,,,06,,63,,,,,062163,5,,681562,,,1986
86IN04910,1985631636,85,2,K1636,,68,006,,1,1,,,,,,10,,641,,,, 1,154,159,,,06,,63,,,,,000063,3,,104763,,,1986
86IN04911,1985631637,85,2,K1637,,60,601,,1,2,,,,,1,10,,,,,, 1,147,175,2,,06,164,63,0925,,,,047363,5,,056863,92,,1986
86IN04912,1985631639,85,2,K1639,,60,604,,1,1,,,,,,10,,601,,,, 1,129,163,,,06,,63,,,,,034363,5,,824862,,,1986
86IN04913,1985631643,85,2,K1643,,61,612,,1,1,,,,,,10,,614,,,, 2,139,154,,,06,,63,,,,,118363,1,,937062,,,1986
86IN04914,1985631644,85,1,K1644,,61,612,,1,3,,,,,,10,,,,,,,145,163,3,,06,,63,0813,,,,118363,Y,381,937062,93,,1986
86IN04915,1985631647,85,2,K1647,,63,632,,1,2,,,,,,10,,,,,, 1,122,147,2,,06,168,63,0925,,,,023563,5,,960962,92,,1986
86IN04916,1985631648,85,1,K1648,,63,633,,1,1,,,,,,10,,,,,,,189,223,,,06,,63,,,,,026563,Y,426,939862,,,1986
86IN04917,1985631649,85,1,K1649,,61,614,,1,3,,,,,,10,,,,,,,121,149,3,,06,,63,0813,,,,083163,Y,360,923662,93,,1986
86IN04918,1985631650,85,2,K1650,,61,614,,1,1,,,,,,10,,614,,,, 2,174,159,,,06,,63,,,,,083163,3,,923662,,,1986
86IN04919,1985631653,85,2,K1653,,63,634,,1,1,,,,,,10,,633,,,, 1,126,158,,,06,,63,,,,,067563,5,,012563,,,1986
86IN04920,1985631656,85,2,K1656,,61,611,,1,1,,,,,,10,,614,,,, 2,165,144,,,06,,63,,,,,089963,3,,778962,,,1986
86IN04921,1985631657,85,2,K1657,,61,611,,1,2,,,,,1,10,,,,,, 1,120,158,2,,06,165,63,0925,,,,089963,5,,778962,92,,1986
86IN04922,1985631658,85,1,K1658,,63,634,,1,2,,,,,,10,,,,,,,143,193,2,,06,339,63,0925,1,4,07,067563,Y,407,023063,92,,1986
86IN04923,1985631659,85,1,K1659,,63,634,,1,1,,,,,,10,,,,,,,159,197,,,06,,63,,,,,067563,Y,418,023063,,,1986
86IN04924,1985631660,85,2,K1660,,61,613,,1,2,,,,,1,10,,612,,,, 1,124,147,,,06,,63,,,,,115963,5,,964162,,,1986
86IN04925,1985631663,85,1,K1663,,60,601,,1,2,,,,,,10,,,,,,,154,192,2,,06,359,63,0925,,,,047363,Y,401,017063,92,,1986
86IN04926,1985631664,85,2,K1664,,60,601,,1,1,,,,,,10,,602,,,, 1,128,154,,,06,,63,,,,,047363,5,,034763,,,1986
86IN04927,1985631667,85,2,K1667,,60,601,,1,1,,,,,,10,,603,,,, 2,159,178,,,06,,63,,,,,047363,1,,043363,,,1986
86IN04928,1985631668,85,2,K1668,,60,601,,1,1,,,,,,10,,603,,,, 1,148,182,,,06,,63,,,,,047363,2,,043363,,,1986
86IN04929,1985631670,85,1,K1670,,63,631,,1,2,,,,,,10,,,,,,,161,208,2,,06,342,63,0925,1,4,10,038363,Y,424,064663,92,,1986
86IN04930,1985631671,85,2,K1671,,61,611,,1,1,,,,,,10,,612,,,, 1,124,146,,,06,,63,,,,,089963,5,,012963,,,1986
86IN04931,1985631672,85,2,K1672,,61,611,,1,3,,,,,,10,,,,,,12,130,140,5,,06,,63,1027,5,,05,089963,3,,012963,95,,1986
86IN04932,1985631673,85,2,K1673,,61,611,,1,1,,,,,,10,,001,,,, 3,157,165,,,06,,63,,,,,089963,2,,012963,,,1986
86IN04933,1985631680,85,1,K1680,,63,634,,1,1,,,,,,10,,,,,,,183,218,,,06,,63,,,,,067563,Y,433,945462,,,1986
86IN04934,1985631681,85,2,K1681,,63,634,,1,1,,,,,,10,,631,,,, 1,138,161,,,06,,63,,,,,067563,5,,945462,,,1986
86IN04935,1985631687,85,1,K1687,,60,604,,1,3,,,,,,10,,,,,,,133,177,3,,06,,63,0813,,,,034363,Y,372,012763,93,,1986
86IN04936,1985631693,85,1,K1693,,60,604,,1,2,,,,,,10,,,,,,,144,185,2,,06,346,63,0925,1,4,14,034363,Y,417,934162,92,,1986
86IN04937,1985631695,85,2,K1695,,63,632,,1,2,,,,,,10,,,,,, 1,124,147,2,,06,169,63,0925,,,,023563,5,,020163,92,,1986
86IN04938,1985631702,85,2,K1702,,61,611,,1,1,,,,,,10,,613,,,, 2,168,165,,,06,,63,,,,,089963,3,,812662,,,1986
86IN04939,1985631703,85,1,K1703,,61,611,,1,2,,,,,,10,,,,,,,161,204,2,,06,358,63,0925,,,,089963,Y,409,812662,92,,1986
