AAID,ID10,ETAG,YRREC,PEN,RGRP,LOT,BAND,TRT,BPEN,BGRP,STUDY,STUDYTRT
AA102007053493,2007053493,H3493,2010,05,7,PTH,2,L,68,2,Life,
AA102007053499,2007053499,H3499,2010,03,7,.,2,L,67,2,Life,
AA102007053512,2007053512,H3512,2010,06,7,PTH,2,L,57,2,Life,
AA102007053514,2007053514,H3514,2010,04,7,.,1,L,69,2,Life,Albmn
AA102007053518,2007053518,H3518,2010,03,7,.,1,L,,,Life,
AA102007053520,2007053520,H3520,2010,01,7,PTH,2,L,73,2,Life,
AA102007053523,2007053523,H3523,2010,04,7,.,1,L,,,Life,
AA102007053526,2007053526,H3526,2010,06,7,.,1,L,55,2,Life,
AA102007053528,2007053528,H3528,2010,06,7,.,1,L,69,2,Life,
AA102007053530,2007053530,H3530,2010,02,7,.,1,L,52,2,Life,
AA102007053534,2007053534,H3534,2010,08,7,.,2,L,54,2,Life,
AA102007053538,2007053538,H3538,2010,e31,7,.,2,L,56,2,Life,
AA102007053540,2007053540,H3540,2010,01,7,.,2,L,52,2,Life,
AA102007053545,2007053545,H3545,2010,06,0,.,M,.,,,Poly,
AA102007053546,2007053546,H3546,2010,e32,7,.,H,L,,,Life,
AA102007053552,2007053552,H3552,2010,03,7,OVX,D,L,Ovx,O,Life,
AA102007053554,2007053554,H3554,2010,09,7,.,1,L,,,Life,
AA102007053569,2007053569,H3569,2010,03,7,.,1,L,57,2,Life,
AA102007053571,2007053571,H3571,2010,e31,7,.,2,L,69,2,Life,
AA102007053572,2007053572,H3572,2010,04,7,PTH,2,L,64,2,Life,
AA102007053581,2007053581,H3581,2010,05,7,.,D,L,,,Life,
AA102007053604,2007053604,H3604,2010,08,7,.,1,L,53,2,Life,
AA102007053620,2007053620,H3620,2010,09,7,.,1,L,57,2,Life,
AA102007053621,2007053621,H3621,2010,04,7,.,2,L,65,2,Life,
AA102007053622,2007053622,H3622,2010,04,7,.,2,L,57,2,Life,
AA102007053626,2007053626,H3626,2010,08,7,.,H,L,65,2,Life,
AA102007053632,2007053632,H3632,2010,05,7,.,1,L,,,Life,
AA102007053633,2007053633,H3633,2010,05,7,.,H,L,,,Life,
AA102007053638,2007053638,H3638,2010,05,7,.,H,L,66,2,Life,
AA102007053645,2007053645,H3645,2010,08,7,.,D,L,,,Life,
AA102007053649,2007053649,H3649,2010,05,7,.,1,L,58,2,Life,
AA102007053658,2007053658,H3658,2010,08,7,.,2,L,67,2,Life,
AA102007053669,2007053669,H3669,2010,05,0,.,1,.,,,Poly,
AA102007053670,2007053670,H3670,2010,05,7,.,H,L,,,Life,
AA102007053671,2007053671,H3671,2010,02,7,.,2,L,,,Life,
AA102007053673,2007053673,H3673,2010,06,7,PTH,2,L,,,Life,
AA102007053676,2007053676,H3676,2010,03,7,.,1,L,66,2,Life,
AA102007053681,2007053681,H3681,2010,02,7,.,2,L,66,2,Life,
AA102007053689,2007053689,H3689,2010,09,7,.,2,L,73,2,Life,
AA102007053694,2007053694,H3694,2010,01,7,.,2,L,68,2,Life,Albmn
AA102007053704,2007053704,H3704,2010,05,7,.,2,L,73,2,Life,
AA102007053708,2007053708,H3708,2010,06,7,PTH,2,L,57,2,Life,
AA102007053715,2007053715,H3715,2010,e31,7,.,1,L,,,Life,
AA102007053720,2007053720,H3720,2010,e31,7,.,2,L,,,Life,
AA102007053723,2007053723,H3723,2010,e34,7,.,H,L,57,2,Life,
AA102007053727,2007053727,H3727,2010,e31,7,.,1,L,64,2,Life,
AA102007053728,2007053728,H3728,2010,e31,7,.,H,L,,,Life,
AA102008053731,2008053731,H3731,2010,P06,,.,2,,65,2,,
AA102008053737,2008053737,H3737,2010,P02,,.,D,,69,2,,Albmn
AA102008053747,2008053747,H3747,2010,P06,,.,2,,73,2,,Albmn
AA102008053752,2008053752,H3752,2010,P03,,.,1,,,,,
AA102008053760,2008053760,H3760,2010,P05,,.,2,,73,2,,Albmn
AA102008053772,2008053772,H3772,2010,P03,,.,H,,68,2,,
AA102008053779,2008053779,H3779,2010,P07,,,M,,,,,
AA102008053794,2008053794,H3794,2010,P08,,.,2,,68,2,,
AA102008053805,2008053805,H3805,2010,P05,,.,2,,67,2,,Albmn
AA102008053812,2008053812,H3812,2010,P01,,.,2,,68,2,,Albmn
AA102008053819,2008053819,H3819,2010,P09,,.,2,,56,2,,Albmn
AA102008053825,2008053825,H3825,2010,P09,,.,,,,,,
AA102008053846,2008053846,H3846,2010,P09,,.,,,,,,Albmn
AA102008053855,2008053855,H3855,2010,P08,,VAS,M,,,,,
AA102008053857,2008053857,H3857,2010,P08,,.,1,,66,2,,
AA102008053858,2008053858,H3858,2010,P08,,,M,,,,,
AA102008053862,2008053862,H3862,2010,P09,,.,1,,66,2,,
AA102008053869,2008053869,H3869,2010,P04,,.,2,,67,2,,
AA102008053871,2008053871,H3871,2010,P05,,.,1,,68,2,,
AA102008053872,2008053872,H3872,2010,P03,,,M,,,,,
AA102008053883,2008053883,H3883,2010,P08,,.,1,,,,,Albmn
AA102008053887,2008053887,H3887,2010,P08,,.,2,,57,2,,
AA102008053898,2008053898,H3898,2010,P04,,.,2,,68,2,,
AA102008053905,2008053905,H3905,2010,P01,,.,2,,52,2,,
AA102008053907,2008053907,H3907,2010,P06,,.,H,,,,,
AA102008053910,2008053910,H3910,2010,P03,,.,1,,,,,
AA102008053921,2008053921,H3921,2010,P05,,,M,,,,,
AA102008053924,2008053924,H3924,2010,P04,,.,1,,73,2,,Albmn
AA102008053934,2008053934,H3934,2010,P08,,.,2,,64,2,,
AA102008053937,2008053937,H3937,2010,P09,,,M,,,,,
AA102008053938,2008053938,H3938,2010,P09,,.,H,,,,,
AA102008053946,2008053946,H3946,2010,P08,,.,2,,73,2,,
AA102008053953,2008053953,H3953,2010,P05,,.,1,,56,2,,Albmn
AA102008053954,2008053954,H3954,2010,P05,,.,D,,53,2,,
AA102008053959,2008053959,H3959,2010,P09,,.,,,,,,
AA102008053967,2008053967,H3967,2010,P03,,,M,,,,,
AA102008053973,2008053973,H3973,2010,P07,,,M,,,,,
AA102008053981,2008053981,H3981,2010,P07,,.,1,,52,2,,
AA102008053990,2008053990,H3990,2010,P05,,.,1,,64,2,,
AA102008053993,2008053993,H3993,2010,P09,,.,2,,,,,Albmn
AA102008054003,2008054003,H4003,2010,P03,,.,1,,66,2,,
AA102008054015,2008054015,H4015,2010,P01,,.,D,,,,,
AA102008054017,2008054017,H4017,2010,P02,,.,1,,73,2,,
AA102008054023,2008054023,H4023,2010,P06,,,M,,,,,
AA102008054029,2008054029,H4029,2010,P09,,.,1,,52,2,,
AA102008054043,2008054043,H4043,2010,p17,,BLD,2,,,,,Albmn
AA102008054061,2008054061,H4061,2010,P09,,.,1,,56,2,,Albmn
AA102008054068,2008054068,H4068,2010,P06,,.,2,,68,2,,
AA102008054073,2008054073,H4073,2010,P06,,.,H,,,,,
AA102008054078,2008054078,H4078,2010,P01,,,M,,,,,
AA102008054083,2008054083,H4083,2010,P01,,.,H,,69,2,,
AA102008054093,2008054093,H4093,2010,P04,,.,H,,69,2,,
AA102008054098,2008054098,H4098,2010,P03,,.,2,,52,2,,Albmn
AA102008054100,2008054100,H4100,2010,P06,,.,H,,57,2,,
AA102008054101,2008054101,H4101,2010,P06,,.,1,,69,2,,
AA102008054107,2008054107,H4107,2010,P03,,.,1,,64,2,,
AA102008054111,2008054111,H4111,2010,p22,,BLD,1,,53,2,,Albmn
AA102008054114,2008054114,H4114,2010,P04,,.,2,,54,2,,
AA102008054116,2008054116,H4116,2010,P09,,.,2,,65,2,,
AA102008054122,2008054122,H4122,2010,P09,,.,2,,,,,
AA102008054125,2008054125,H4125,2010,P07,,.,2,,68,2,,
AA102008054135,2008054135,H4135,2010,P06,,.,2,,58,2,,
AA102008054142,2008054142,H4142,2010,P05,,.,1,,65,2,,
AA102008054155,2008054155,H4155,2010,P02,,,M,,,,,
AA102008054158,2008054158,H4158,2010,P09,,.,1,,,,,
AA102008054164,2008054164,H4164,2010,P05,,,M,,,,,
AA102008054166,2008054166,H4166,2010,P09,,.,2,,67,2,,
AA102008054173,2008054173,H4173,2010,p15,,BLD,2,,68,2,,
AA102008054186,2008054186,H4186,2010,P01,,,M,,,,,
AA102008054187,2008054187,H4187,2010,P06,,.,1,,52,2,,
AA102008054192,2008054192,H4192,2010,P07,,.,,,,,,
AA102008054196,2008054196,H4196,2010,P02,,.,H,,,,,
AA102008054201,2008054201,H4201,2010,P04,,.,1,,57,2,,Albmn
AA102008054204,2008054204,H4204,2010,P07,,.,D,,73,2,,Albmn
AA102008054208,2008054208,H4208,2010,P07,,.,1,,73,2,,
AA102008054211,2008054211,H4211,2010,P04,,,M,,,,,
AA102008054212,2008054212,H4212,2010,P04,,.,1,,73,2,,
AA102008054224,2008054224,H4224,2010,p15,,BLD,H,,57,2,,
AA102008054230,2008054230,H4230,2010,P07,,.,H,,,,,
AA102008054244,2008054244,H4244,2010,P01,,.,2,,64,2,,Albmn
AA102008054248,2008054248,H4248,2010,P02,,.,1,,65,2,,
AA102008044255,2008044255,H4255,2010,P04,,.,1,,,,,Albmn
AA102008054257,2008054257,H4257,2010,P04,,.,2,,73,2,,Albmn
AA102008054261,2008054261,H4261,2010,p15,,BLD,2,,54,2,,
AA102008054264,2008054264,H4264,2010,P01,,.,,,,,,
AA102008054277,2008054277,H4277,2010,P07,,.,1,,57,2,,
AA102008054283,2008054283,H4283,2010,P04,,.,,,,,,
AA102008054297,2008054297,H4297,2010,P03,,.,H,,65,2,,
AA102008054301,2008054301,H4301,2010,P04,,.,H,,55,2,,
AA102008054302,2008054302,H4302,2010,P04,,.,2,,73,2,,
AA102008054308,2008054308,H4308,2010,P06,,.,2,,67,2,,
AA102008054311,2008054311,H4311,2010,P08,,.,,,,,,
AA102008054317,2008054317,H4317,2010,p12,,BLD,2,,66,2,,
AA102008054318,2008054318,H4318,2010,p12,,BLD,1,,69,2,,
AA102008054322,2008054322,H4322,2010,p17,,BLD,1,,67,2,,Albmn
AA102008054327,2008054327,H4327,2010,P04,,.,H,,,,,
AA102008054330,2008054330,H4330,2010,p16,,BLD,1,,55,2,,
AA102008054331,2008054331,H4331,2010,p13,,BLD,D,,73,2,,
AA102008054333,2008054333,H4333,2010,p12,,BLD,1,,64,2,,
AA102008054337,2008054337,H4337,2010,P02,,,M,,,,,
AA102008054339,2008054339,H4339,2010,p11,,BLD,,,,,,
AA102008054341,2008054341,H4341,2010,p15,,BLD,1,,64,2,,
AA102008054347,2008054347,H4347,2010,P02,,.,1,,55,2,,
AA102008054349,2008054349,H4349,2010,p16,,BLD,1,,67,2,,
AA102008054352,2008054352,H4352,2010,P08,,.,H,,,,,
AA102008054354,2008054354,H4354,2010,P06,,.,D,,,,,
AA102008054357,2008054357,H4357,2010,P07,,,M,,,,,
AA102008054358,2008054358,H4358,2010,P07,,.,H,,,,,
AA102008054361,2008054361,H4361,2010,p13,,BLD,D,,,,,
AA102008054363,2008054363,H4363,2010,p14,,BLD,2,,66,2,,Albmn
AA102008054366,2008054366,H4366,2010,p14,,BLD,2,,69,2,,
AA102008054367,2008054367,H4367,2010,p16,,BLD,2,,52,2,,
AA102008054368,2008054368,H4368,2010,p17,,BLD,1,,68,2,,
AA102008054369,2008054369,H4369,2010,p18,,BLD,2,,,,,
AA102008054372,2008054372,H4372,2010,p14,,BLD,D,,,,,
AA102008054381,2008054381,H4381,2010,P04,,.,2,,55,2,,
AA102008054383,2008054383,H4383,2010,P09,,.,1,,68,2,,
AA102008054386,2008054386,H4386,2010,P09,,,M,,,,,
AA102008054391,2008054391,H4391,2010,P03,,.,2,,58,2,,
AA102008054395,2008054395,H4395,2010,P04,,.,1,,,,,
AA102008054399,2008054399,H4399,2010,P01,,.,2,,53,2,,Albmn
AA102008054400,2008054400,H4400,2010,p12,,BLD,1,,65,2,,
AA102008054418,2008054418,H4418,2010,p23,,BLD,1,,64,2,,
AA102008054419,2008054419,H4419,2010,p18,,BLD,D,,,,,
AA102008054429,2008054429,H4429,2010,p22,,BLD,2,,67,2,,
AA102008054433,2008054433,H4433,2010,p25,,BLD,H,,,,,
AA102008054435,2008054435,H4435,2010,p21,,BLD,1,,68,2,,
AA102008054438,2008054438,H4438,2010,p24,,BLD,2,,,,,
AA102008054441,2008054441,H4441,2010,p25,,BLD,2,,65,2,,
AA102008054448,2008054448,H4448,2010,p23,,BLD,1,,65,2,,
AA102008054449,2008054449,H4449,2010,p22,,BLD,1,,,,,
AA102008054451,2008054451,H4451,2010,p27,,BLD,1,,73,2,,
AA102008054453,2008054453,H4453,2010,p26,,BLD,2,,66,2,,
AA102008054459,2008054459,H4459,2010,p26,,BLD,D,,73,2,,
AA102008054464,2008054464,H4464,2010,p26,,BLD,H,,52,2,,
AA102008054469,2008054469,H4469,2010,p26,,BLD,1,,56,2,,
AA102008054470,2008054470,H4470,2010,p27,,BLD,2,,69,2,,
AA102008054471,2008054471,H4471,2010,p28,,BLD,2,,,,,Albmn
AA102008054477,2008054477,H4477,2010,p38,,BLD,2,,58,2,,
AA102008054481,2008054481,H4481,2010,p31,,BLD,1,,66,2,,
AA102008054485,2008054485,H4485,2010,p33,,OVX,D,,Ovx,O,,
AA102008054486,2008054486,H4486,2010,p36,,BLD,1,,67,2,,
AA102008054490,2008054490,H4490,2010,p36,,BLD,2,,53,2,,
AA102008054492,2008054492,H4492,2010,p32,,BLD,2,,,,,
AA102008054494,2008054494,H4494,2010,p26,,BLD,D,,,,,
AA102008054498,2008054498,H4498,2010,p32,,BLD,H,,,,,
AA102008054499,2008054499,H4499,2010,p34,,BLD,1,,64,2,,
AA102008054500,2008054500,H4500,2010,p38,,BLD,2,,69,2,,
AA102008054501,2008054501,H4501,2010,p31,,BLD,2,,57,2,,
AA102008054510,2008054510,H4510,2010,p35,,BLD,,,,,,
AA102008054512,2008054512,H4512,2010,p32,,BLD,2,,54,2,,
AA102008054519,2008054519,H4519,2010,p34,,BLD,1,,65,2,,Albmn
AA102008054520,2008054520,H4520,2010,p38,,BLD,2,,,,,
AA102008054522,2008054522,H4522,2010,p38,,BLD,1,,64,2,,
AA102008054529,2008054529,H4529,2010,p45,,BLD,1,,67,2,,
AA102008054533,2008054533,H4533,2010,p43,,BLD,H,,56,2,,
AA102008054537,2008054537,H4537,2010,p41,,BLD,1,,58,2,,
AA102008054539,2008054539,H4539,2010,p34,,BLD,1,,67,2,,
AA102008054544,2008054544,H4544,2010,p43,,BLD,1,,68,2,,
AA102008054549,2008054549,H4549,2010,p47,,BLD,2,,73,2,,
AA102008054554,2008054554,H4554,2010,p48,,BLD,H,,53,2,,
AA102008054560,2008054560,H4560,2010,p47,,BLD,1,,53,2,,
AA102008054561,2008054561,H4561,2010,p42,,BLD,2,,,,,
AA102002642068,2002642068,K2068,2010,04,0,Ter,1,T,,,Term,
AA102002642200,2002642200,K2200,2010,06,0,Ter,2,T,,,Term,
AA102002642333,2002642333,K2333,2010,06,0,Ter,1,T,,,Term,
AA102002642383,2002642383,K2383,2010,09,0,Mat,2,M,20,1,Matn,
AA102002642385,2002642385,K2385,2010,09,0,Mat,2,M,5,1,Matn,
AA102002642400,2002642400,K2400,2010,02,0,Ter,2,T,22,1,Term,
AA102002642480,2002642480,K2480,2010,09,0,Ter,1,T,,,Term,
AA102003642778,2003642778,K2778,2010,01K,0,Mat,H,M,V1,2,Matn,
AA102003642825,2003642825,K2825,2010,e.7,0,Ter,H,T,11,1,Term,
AA102003642857,2003642857,K2857,2010,03K,0,Mat,1,M,5,1,Matn,
AA102003642871,2003642871,K2871,2010,02K,0,Mat,2,M,23,1,Term,
AA102003642878,2003642878,K2878,2010,e.7,0,Ter,D,T,19,1,Term,
AA102003642898,2003642898,K2898,2010,02K,0,Mat,1,M,24,1,Matn,
AA102003642915,2003642915,K2915,2010,03K,0,Mat,2,M,5,1,Matn,
AA102003642951,2003642951,K2951,2010,01K,0,Mat,2,M,,,Matn,
AA102003642989,2003642989,K2989,2010,e.5,0,Ter,2,T,18,1,Term,
AA102004643004,2004643004,K3004,2010,54K,0,Mat,D,M,,,Matn,
AA102004643013,2004643013,K3013,2010,54K,0,Mat,1,M,20,1,Matn,
AA102004643023,2004643023,K3023,2010,52K,0,Mat,1,M,,,Term,
AA102004643029,2004643029,K3029,2010,54K,0,Mat,2,M,20,1,Matn,
AA102004643032,2004643032,K3032,2010,52K,0,Ter,D,T,18,1,Term,
AA102004643035,2004643035,K3035,2010,52K,0,Ter,1,T,8,1,Term,
AA102004643072,2004643072,K3072,2010,54K,0,Mat,1,M,20,1,Term,
AA102004643074,2004643074,K3074,2010,53K,0,Mat,2,M,,,Term,
AA102004643124,2004643124,K3124,2010,51K,0,Ter,D,T,6,1,Term,
AA102004643161,2004643161,K3161,2010,51K,0,Mat,2,M,25,1,Term,
AA102004643164,2004643164,K3164,2010,53K,0,Ter,2,T,,,Term,
AA102005643237,2005643237,K3237,2010,52K,0,Ter,D,T,25,1,Term,
AA102005643238,2005643238,K3238,2010,52K,0,Ter,D,T,,,Term,
AA102005643239,2005643239,K3239,2010,52K,0,Ter,2,T,7,1,Term,
AA102005643240,2005643240,K3240,2010,51K,0,Ter,2,T,17,1,Term,
AA102005643247,2005643247,K3247,2010,58K,0,OVX,D,T,Ovx,O,Colu,
AA102005643280,2005643280,K3280,2010,54K,0,Mat,2,M,5,1,Term,
AA102005643283,2005643283,K3283,2010,53K,0,Ter,1,T,19,1,Term,
AA102005643289,2005643289,K3289,2010,51K,0,Ter,1,T,11,1,Term,
AA102005643292,2005643292,K3292,2010,55K,0,Ter,2,T,24,1,Term,
AA102005643305,2005643305,K3305,2010,58K,0,Mat,H,M,,,Term,
AA102005643322,2005643322,K3322,2010,56K,0,Ter,2,T,8,1,Term,
AA102005643338,2005643338,K3338,2010,52K,0,Ter,D,T,22,1,Term,
AA102005643342,2005643342,K3342,2010,55K,0,Mat,1,M,,,Term,
AA102005643352,2005643352,K3352,2010,54K,0,Ter,D,T,18,1,Term,
AA102005643361,2005643361,K3361,2010,53K,0,Ter,2,T,18,1,Term,
AA102005643363,2005643363,K3363,2010,55K,0,Mat,1,M,5,1,Matn,
AA102005643368,2005643368,K3368,2010,55K,0,Ter,2,T,,,Term,
AA102005643381,2005643381,K3381,2010,52K,0,Mat,D,M,23,1,Matn,
AA102005643385,2005643385,K3385,2010,56K,0,Ter,2,T,6,1,Term,
AA102005643387,2005643387,K3387,2010,e.3,0,Ter,2,T,7,1,Term,
AA102005643393,2005643393,K3393,2010,51K,0,Ter,2,T,8,1,Term,
AA102005643397,2005643397,K3397,2010,54K,0,Ter,1,T,17,1,Term,
AA102005643398,2005643398,K3398,2010,55K,0,Mat,2,M,22,1,Term,
AA102005643405,2005643405,K3405,2010,57K,0,Ter,2,T,2,1,Term,
AA102005643414,2005643414,K3414,2010,56K,0,Ter,2,T,8,1,Term,
AA102005643431,2005643431,K3431,2010,56K,0,Ter,2,T,24,1,Term,
AA102005643432,2005643432,K3432,2010,56K,0,Ter,1,T,17,1,Term,
AA102005643441,2005643441,K3441,2010,58K,0,Ter,H,T,V2,2,Term,
AA102005643446,2005643446,K3446,2010,52K,0,Ter,1,T,17,1,Term,
AA102005643462,2005643462,K3462,2010,53K,0,Ter,2,T,6,1,Term,
AA102005643463,2005643463,K3463,2010,53K,0,Ter,2,T,7,1,Term,
AA102005643466,2005643466,K3466,2010,55K,0,Ter,1,T,11,1,Term,
AA102005643469,2005643469,K3469,2010,56K,0,Ter,2,T,8,1,Term,
AA102005643499,2005643499,K3499,2010,58K,0,Ter,1,T,,,Term,
AA102005643505,2005643505,K3505,2010,53K,0,Ter,1,T,,,Term,
AA102005643508,2005643508,K3508,2010,52K,0,Ter,1,T,6,1,Term,
AA102005643514,2005643514,K3514,2010,51K,0,Ter,1,T,19,1,Term,
AA102005643522,2005643522,K3522,2010,56K,0,Mat,1,M,20,1,Term,
AA102005643527,2005643527,K3527,2010,56K,0,Ter,2,T,1,1,Term,
AA102005643528,2005643528,K3528,2010,56K,0,Ter,1,T,7,1,Term,
AA102005643544,2005643544,K3544,2010,54K,0,Ter,H,T,V1,2,Term,
AA102005643564,2005643564,K3564,2010,55K,0,Ter,2,T,19,1,Term,
AA102005643580,2005643580,K3580,2010,e.3,0,Mat,H,M,20,1,Term,
AA102006643586,2006643586,K3586,2010,41K,0,Mat,1,M,5,1,Matn,
AA102006643588,2006643588,K3588,2010,08K,0,Ter,2,T,22,1,Term,
AA102006643589,2006643589,K3589,2010,41K,0,Mat,1,M,5,1,Matn,
AA102006643595,2006643595,K3595,2010,41K,0,Mat,D,M,20,1,Matn,
AA102006643597,2006643597,K3597,2010,42K,0,Mat,D,M,6,1,Matn,
AA102006643620,2006643620,K3620,2010,04K,0,Ter,M,T,,,Colu,
AA102006643629,2006643629,K3629,2010,04K,0,Ter,1,T,19,1,Term,
AA102006643639,2006643639,K3639,2010,02K,0,Ter,1,T,8,1,Term,
AA102006643651,2006643651,K3651,2010,06K,0,Ter,1,T,23,1,Term,
AA102006643652,2006643652,K3652,2010,03K,0,Ter,1,T,,,Term,
AA102006643656,2006643656,K3656,2010,04K,0,Ter,2,T,18,1,Term,
AA102006643663,2006643663,K3663,2010,07K,0,Ter,1,T,17,1,Term,
AA102006643677,2006643677,K3677,2010,43K,0,Mat,1,M,6,1,Matn,
AA102006643681,2006643681,K3681,2010,42K,0,Mat,1,M,20,1,Matn,
AA102006643682,2006643682,K3682,2010,42K,0,Mat,2,M,20,1,Matn,
AA102006643683,2006643683,K3683,2010,03K,0,Ter,1,T,7,1,Term,
AA102006643690,2006643690,K3690,2010,07K,0,Ter,2,T,2,1,Term,
AA102006643694,2006643694,K3694,2010,41K,0,Mat,D,M,5,1,Matn,
AA102006643696,2006643696,K3696,2010,07K,0,Ter,1,T,11,1,Term,
AA102006643712,2006643712,K3712,2010,42K,0,Mat,1,M,,,Matn,
AA102006643714,2006643714,K3714,2010,06K,0,Ter,1,T,24,1,Term,
AA102006643720,2006643720,K3720,2010,06K,0,Ter,1,T,18,1,Term,
AA102006643723,2006643723,K3723,2010,42K,0,Mat,1,M,20,1,Matn,
AA102006643725,2006643725,K3725,2010,02K,0,Ter,2,T,8,1,Term,
AA102006643727,2006643727,K3727,2010,05K,0,Ter,1,T,,,Term,
AA102006643731,2006643731,K3731,2010,02K,0,Ter,H,T,V2,2,Term,
AA102006643737,2006643737,K3737,2010,02K,0,Ter,1,T,19,1,Term,
AA102006643750,2006643750,K3750,2010,42K,0,Mat,2,M,6,1,Matn,
AA102006643754,2006643754,K3754,2010,41K,0,Mat,,M,,,Matn,
AA102006643760,2006643760,K3760,2010,e13,0,Mat,2,M,,,Matn,
AA102006643763,2006643763,K3763,2010,05K,0,Ter,2,T,17,1,Term,
AA102006643769,2006643769,K3769,2010,e13,0,Mat,2,M,,,Matn,
AA102006643774,2006643774,K3774,2010,43K,0,Mat,H,M,V2,2,Matn,
AA102006643777,2006643777,K3777,2010,01K,0,Ter,2,T,7,1,Term,
AA102006643780,2006643780,K3780,2010,02K,0,Ter,2,T,22,1,Term,
AA102006643783,2006643783,K3783,2010,e12,0,Mat,D,M,,,Matn,
AA102006643789,2006643789,K3789,2010,e11,0,Mat,1,M,11,1,Matn,
AA102006643802,2006643802,K3802,2010,e12,0,Mat,1,M,,,Matn,
AA102006643804,2006643804,K3804,2010,e11,0,Mat,1,M,8,1,Matn,
AA102006643805,2006643805,K3805,2010,e14,0,Mat,1,M,,,Matn,
AA102006643812,2006643812,K3812,2010,e14,0,Mat,2,M,20,1,Matn,
AA102006643820,2006643820,K3820,2010,e12,0,Mat,H,M,V2,2,Matn,
AA102007643839,2007643839,K3839,2010,04,0,Ter,1,T,6,1,Term,
AA102007643840,2007643840,K3840,2010,04,0,Ter,1,T,7,1,Term,
AA102007643846,2007643846,K3846,2010,43,0,Mat,1,M,7,1,Matn,
AA102007643849,2007643849,K3849,2010,06,0,Ter,2,T,,,Term,
AA102007643864,2007643864,K3864,2010,06,0,Ter,1,T,1,1,Term,
AA102007643872,2007643872,K3872,2010,01,0,Ter,1,T,,,Term,
AA102007643877,2007643877,K3877,2010,07,0,Ter,2,T,19,1,Term,
AA102007643879,2007643879,K3879,2010,03,0,Ter,M,T,,,Colu,
AA102007643880,2007643880,K3880,2010,45,0,Mat,D,M,,,Matn,Spurge
AA102007643883,2007643883,K3883,2010,44,0,Mat,1,M,8,1,Matn,
AA102007643886,2007643886,K3886,2010,45,0,Mat,H,M,,,Matn,
AA102007643890,2007643890,K3890,2010,43,0,Mat,M,M,,,Colu,
AA102007643897,2007643897,K3897,2010,01,0,Ter,1,T,19,1,Term,
AA102007643907,2007643907,K3907,2010,45,0,Mat,H,M,V2,2,Matn,
AA102007643914,2007643914,K3914,2010,08,0,Ter,D,T,25,1,Term,
AA102007643918,2007643918,K3918,2010,04,0,Ter,1,T,,,Term,
AA102007643931,2007643931,K3931,2010,42,0,Mat,1,M,5,1,Matn,
AA102007643933,2007643933,K3933,2010,07,0,Ter,H,T,18,1,Term,
AA102007643934,2007643934,K3934,2010,07,0,Ter,M,T,,,Colu,
AA102007643936,2007643936,K3936,2010,44,0,Mat,2,M,25,1,Matn,
AA102007643937,2007643937,K3937,2010,03,0,Ter,1,T,6,1,Term,
AA102007643939,2007643939,K3939,2010,41,0,Mat,D,M,7,1,Matn,
AA102007643946,2007643946,K3946,2010,08,0,Ter,2,T,25,1,Term,
AA102007643951,2007643951,K3951,2010,05,0,Ter,1,T,23,1,Term,
AA102007643956,2007643956,K3956,2010,43,0,Mat,2,M,11,1,Matn,
AA102007643966,2007643966,K3966,2010,42,0,Mat,2,M,5,1,Matn,
AA102007643976,2007643976,K3976,2010,42,0,Mat,2,M,5,1,Matn,
AA102007643987,2007643987,K3987,2010,02,0,Ter,M,T,,,Colu,
AA102007643990,2007643990,K3990,2010,42,0,Mat,D,M,8,1,Matn,
AA102007643991,2007643991,K3991,2010,42,0,Mat,2,M,20,1,Matn,
AA102007643994,2007643994,K3994,2010,02,0,Ter,1,T,,,Term,
AA102007644000,2007644000,K4000,2010,03,0,Ter,D,T,19,1,Term,
AA102007644011,2007644011,K4011,2010,41,0,Mat,D,M,,,Matn,
AA102007644023,2007644023,K4023,2010,04,0,Ter,2,T,18,1,Term,
AA102007644025,2007644025,K4025,2010,06,0,Ter,M,T,18,1,Colu,
AA102007644026,2007644026,K4026,2010,e01,0,Ter,2,T,20,1,Term,
AA102007644029,2007644029,K4029,2010,03,0,Ter,1,T,18,1,Term,
AA102007644031,2007644031,K4031,2010,45,0,Mat,1,M,6,1,Matn,
AA102007644034,2007644034,K4034,2010,06,0,Ter,1,T,,,Term,
AA102007644036,2007644036,K4036,2010,04,0,Ter,1,T,23,1,Term,
AA102007644041,2007644041,K4041,2010,07,0,Ter,1,T,17,1,Term,
AA102007644044,2007644044,K4044,2010,e01,0,Ter,M,T,e18,4,Colu,
AA102007644046,2007644046,K4046,2010,45,0,Mat,M,M,,,Colu,
AA102007644050,2007644050,K4050,2010,45,0,Mat,H,M,V1,2,Matn,
AA102007644056,2007644056,K4056,2010,44,0,Mat,2,M,,,Matn,
AA102007644060,2007644060,K4060,2010,45,0,Mat,2,M,2,1,Matn,
AA102007644062,2007644062,K4062,2010,43,0,Mat,2,M,22,1,Matn,
AA102007644065,2007644065,K4065,2010,04,0,Ter,1,T,7,1,Term,
AA102007644068,2007644068,K4068,2010,43,0,Mat,1,M,,,Matn,
AA102007644071,2007644071,K4071,2010,e05,0,Mat,D,M,20,1,Matn,
AA102007644078,2007644078,K4078,2010,43,0,Mat,1,M,,,Matn,
AA102007644081,2007644081,K4081,2010,44,0,Mat,2,M,1,1,Matn,
AA102007644082,2007644082,K4082,2010,44,0,Mat,2,M,,,Matn,
